event_id,machine_id,machine_type,event_type_code,event_timestamp,event_date,status_value,temperature_c,speed_units_per_min,vibration_mm_s,product_count,cycle_duration_seconds,error_code,source_ingested_at,load_date
4d2c05da-9039-496b-8d86-76e8a834f4b9,CKR-004,COOKER,PRODUCT_COUNT_UPDATE,2026-04-03 15:49:21,2026-04-03,,,,,8,,,2026-04-03 15:51:03,2026-04-03
73e533d7-3f0f-405c-86b1-74e1cd93f58b,BKR-002,BAKER,SENSOR_VIBRATION_READING,2026-04-03 07:01:00,2026-04-03,,,,0.78,,,,2026-04-03 07:01:40,2026-04-03
d3538846-9d3a-4b83-89ea-e3b2571b43f7,PKR-005,PACKER,SENSOR_VIBRATION_READING,2026-04-02 11:03:57,2026-04-02,,,,3.722,,,,2026-04-02 11:04:14,2026-04-02
2e2a5a56-122a-4760-a9ce-be1a4db2ef97,BKR-004,BAKER,PRODUCT_COUNT_UPDATE,2026-04-03 11:09:41,2026-04-03,,,,,45,,,2026-04-03 11:09:50,2026-04-03
aae51c31-9236-4016-8d07-10b38f91429a,PKR-003,PACKER,SENSOR_SPEED_READING,2026-04-03 06:33:26,2026-04-03,,,84.42,,,,,2026-04-03 06:33:31,2026-04-03
da1458a3-b7b7-43eb-8e29-d1318068175d,SLC-001,SLICER,PRODUCT_COUNT_UPDATE,2026-04-05 21:38:37,2026-04-05,,,,,14,,,2026-04-05 21:39:04,2026-04-05
3eb4953f-e812-42ce-ad6e-6f4e7270bfd4,BKR-002,BAKER,SENSOR_VIBRATION_READING,2026-04-01 20:10:04,2026-04-01,,,,0.656,,,,2026-04-01 20:11:39,2026-04-01
32046a8d-33af-413e-af36-7419a4c509ab,CKR-001,COOKER,SENSOR_TEMPERATURE_READING,2026-04-05 09:49:20,2026-04-05,,176.17,,,,,,2026-04-05 09:50:36,2026-04-05
229ec4fa-a7f0-41bc-b640-24f673c5aa8e,PKR-001,PACKER,PRODUCT_COUNT_UPDATE,2026-04-02 11:08:39,2026-04-02,,,,,1,,,2026-04-02 11:09:24,2026-04-02
1d0cfb2a-ae62-4159-aa48-f13062d80828,PKR-004,PACKER,PRODUCT_COUNT_UPDATE,2026-04-01 11:16:23,2026-04-01,,,,,39,,,2026-04-01 11:16:46,2026-04-01
94073c66-4380-4df8-9d9c-267f5451aefb,CKR-004,COOKER,CYCLE_COMPLETE,2026-04-03 10:00:18,2026-04-03,,,,,415,2663,,2026-04-03 10:00:33,2026-04-03
22d95fec-3336-47db-9f42-9d51d1bd470d,CKR-005,COOKER,SENSOR_TEMPERATURE_READING,2026-04-02 13:31:04,2026-04-02,,161.46,,,,,,2026-04-02 13:32:48,2026-04-02
e583e453-0676-41a2-a9b5-733f29b082e3,BKR-005,BAKER,SENSOR_SPEED_READING,2026-04-02 17:59:20,2026-04-02,,,20.5,,,,,2026-04-02 17:59:31,2026-04-02
2a8de288-adf5-4d38-ab51-0365a17aceb9,PKR-003,PACKER,SENSOR_VIBRATION_READING,2026-04-02 18:31:27,2026-04-02,,,,1.977,,,,2026-04-02 18:33:19,2026-04-02
efabc19b-4c7f-40c4-b29d-f339d0ecbd28,CKR-001,COOKER,SENSOR_SPEED_READING,2026-04-03 18:30:47,2026-04-03,,,12.63,,,,,2026-04-03 18:31:30,2026-04-03
c471f6b1-be69-47f4-98e9-51a178c89a41,CKR-002,COOKER,CYCLE_START,2026-04-03 17:56:25,2026-04-03,,,,,,,,2026-04-03 17:56:42,2026-04-03
225540d6-a99c-4c23-8542-7735ddefb7ae,SLC-004,SLICER,PRODUCT_COUNT_UPDATE,2026-04-02 13:21:58,2026-04-02,,,,,19,,,2026-04-02 13:22:26,2026-04-02
1b1396ab-c67b-4539-abe8-9df347e11e95,CKR-003,COOKER,PRODUCT_COUNT_UPDATE,2026-04-01 14:14:41,2026-04-01,,,,,38,,,2026-04-01 14:15:27,2026-04-01
a443f47d-067d-4a14-9b9a-06487da96a03,SLC-004,SLICER,PRODUCT_COUNT_UPDATE,2026-04-01 13:35:24,2026-04-01,,,,,9,,,2026-04-01 13:36:51,2026-04-01
03dbfc88-c99d-40f9-ae0a-973a8fd68791,CKR-004,COOKER,CYCLE_COMPLETE,2026-04-03 08:34:03,2026-04-03,,,,,479,444,,2026-04-03 08:35:19,2026-04-03
e0d941d3-306d-4641-a158-891b1d4b8731,PKR-002,PACKER,PRODUCT_COUNT_UPDATE,2026-04-04 15:21:53,2026-04-04,,,,,37,,,2026-04-04 15:22:03,2026-04-04
942eeb7f-ac5f-418b-ac05-b77f6d720d56,CKR-005,COOKER,SENSOR_SPEED_READING,2026-04-02 17:00:25,2026-04-02,,,26.14,,,,,2026-04-02 17:00:35,2026-04-02
5e85e2ab-32cc-427e-9185-ce79ba2e98d7,BKR-001,BAKER,ERROR_RESOLVED,2026-04-02 21:21:33,2026-04-02,,,,,,,E-470,2026-04-02 21:21:49,2026-04-02
bdbf5abe-0290-490d-b376-dd59894e53a9,BKR-005,BAKER,SENSOR_SPEED_READING,2026-04-01 17:42:53,2026-04-01,,,11.8,,,,,2026-04-01 17:44:47,2026-04-01
58d8be30-37e2-476a-a0e6-e79a824eacdb,CKR-005,COOKER,CYCLE_COMPLETE,2026-04-01 17:36:36,2026-04-01,,,,,223,1889,,2026-04-01 17:38:00,2026-04-01
4aa0fefa-c25d-4790-984b-a7abccba6b97,BKR-002,BAKER,PRODUCT_COUNT_UPDATE,2026-04-04 17:40:10,2026-04-04,,,,,12,,,2026-04-04 17:41:00,2026-04-04
b5e29936-b196-4ebe-ba81-479cf3f9c5b3,CKR-005,COOKER,SENSOR_VIBRATION_READING,2026-04-05 10:02:52,2026-04-05,,,,1.159,,,,2026-04-05 10:03:13,2026-04-05
a98a2597-6d06-4e04-9c73-a7b0224e19a5,PKR-003,PACKER,SENSOR_TEMPERATURE_READING,2026-04-01 06:38:49,2026-04-01,,38.26,,,,,,2026-04-01 06:39:05,2026-04-01
696129f5-8c55-4506-8234-c1717fd37ead,PKR-004,PACKER,CYCLE_START,2026-04-02 21:53:57,2026-04-02,,,,,,,,2026-04-02 21:55:10,2026-04-02
9dbc320c-cb7d-4ab3-b73a-ed33c080a1e9,BKR-003,BAKER,PRODUCT_COUNT_UPDATE,2026-04-02 16:50:36,2026-04-02,,,,,37,,,2026-04-02 16:52:11,2026-04-02
af57ba7e-0cf0-4f89-83c9-0fe69abfb913,BKR-004,BAKER,SENSOR_SPEED_READING,2026-04-03 20:58:27,2026-04-03,,,14.64,,,,,2026-04-03 20:59:22,2026-04-03
8d587f3d-2fa9-472e-89db-cbbea8802c32,PKR-002,PACKER,PRODUCT_COUNT_UPDATE,2026-04-03 03:47:43,2026-04-03,,,,,17,,,2026-04-03 03:48:32,2026-04-03
330fe906-aea8-42a7-ba95-c834776d40e4,SLC-002,SLICER,PRODUCT_COUNT_UPDATE,2026-04-02 16:24:45,2026-04-02,,,,,28,,,2026-04-02 16:26:31,2026-04-02
ad396b8d-0712-40bf-890d-a9ad557fcaed,BKR-004,BAKER,SENSOR_SPEED_READING,2026-04-03 06:26:15,2026-04-03,,,10.37,,,,,2026-04-03 06:28:01,2026-04-03
fbabeaf5-ef93-40e1-aa76-d476b6b2225b,SLC-003,SLICER,SENSOR_VIBRATION_READING,2026-04-02 10:57:02,2026-04-02,,,,3.099,,,,2026-04-02 10:58:16,2026-04-02
65d9fad6-a4dc-4e35-b003-8c69ebf5b493,BKR-001,BAKER,PRODUCT_COUNT_UPDATE,2026-04-02 19:24:42,2026-04-02,,,,,17,,,2026-04-02 19:25:55,2026-04-02
5f9baeaa-1836-4cd9-a9e9-2481dc63c1d7,CKR-001,COOKER,SENSOR_TEMPERATURE_READING,2026-04-02 15:55:04,2026-04-02,,181.46,,,,,,2026-04-02 15:56:38,2026-04-02
12b65506-4f5e-4512-8783-0d162ca92510,SLC-002,SLICER,SENSOR_VIBRATION_READING,2026-04-04 06:25:47,2026-04-04,,,,3.926,,,,2026-04-04 06:26:26,2026-04-04
3b431178-276b-4c2c-aa83-917e2c941f88,PKR-005,PACKER,PRODUCT_COUNT_UPDATE,2026-04-01 06:42:10,2026-04-01,,,,,28,,,2026-04-01 06:44:06,2026-04-01
13736393-afae-4c21-bfdc-99b6594e604c,BKR-002,BAKER,SENSOR_VIBRATION_READING,2026-04-01 18:07:03,2026-04-01,,,,0.987,,,,2026-04-01 18:08:46,2026-04-01
a443f47d-067d-4a14-9b9a-06487da96a03,SLC-004,SLICER,PRODUCT_COUNT_UPDATE,2026-04-01 13:35:24,2026-04-01,,,,,9,,,2026-04-01 14:56:36,2026-04-02
7fbdf0a6-cb37-4888-9c14-2c9d3913c7a0,PKR-001,PACKER,CYCLE_START,2026-04-05 13:02:34,2026-04-05,,,,,,,,2026-04-05 13:04:11,2026-04-05
64721127-4bfc-4938-bd2e-7eebc66f9b73,BKR-002,BAKER,SENSOR_SPEED_READING,2026-04-02 12:54:28,2026-04-02,,,18.96,,,,,2026-04-02 12:54:59,2026-04-02
1b94129f-401d-4bfd-87ab-998cf5165121,SLC-002,SLICER,PRODUCT_COUNT_UPDATE,2026-04-01 18:17:32,2026-04-01,,,,,44,,,2026-04-01 18:17:42,2026-04-01
26598254-fee6-4055-8eb2-571a3b88f9b2,CKR-005,COOKER,SENSOR_SPEED_READING,2026-04-03 08:04:17,2026-04-03,,,18.57,,,,,2026-04-03 08:04:48,2026-04-03
34198abc-78dc-4082-aa0f-8c4de86168bd,CKR-003,COOKER,SENSOR_SPEED_READING,2026-04-03 21:30:45,2026-04-03,,,23.8,,,,,2026-04-03 21:31:25,2026-04-03
b23f73eb-fd00-4f68-93f9-e64cccda804d,CKR-004,COOKER,PRODUCT_COUNT_UPDATE,2026-04-02 06:16:12,2026-04-02,,,,,2,,,2026-04-02 06:17:10,2026-04-02
f6d7cddf-f55a-453c-a498-8f7b9211e75a,CKR-003,COOKER,SENSOR_TEMPERATURE_READING,2026-04-02 20:08:24,2026-04-02,,167.9,,,,,,2026-04-02 20:08:31,2026-04-02
b0c7e33a-f79d-42c6-8f29-48402248a148,BKR-001,BAKER,PRODUCT_COUNT_UPDATE,2026-04-02 17:26:52,2026-04-02,,,,,48,,,2026-04-02 17:28:05,2026-04-02
01b81d81-dce6-4788-a615-a59f7d290fe2,BKR-005,BAKER,SENSOR_VIBRATION_READING,2026-04-01 14:47:30,2026-04-01,,,,1.497,,,,2026-04-01 14:47:47,2026-04-01
702663e1-31ca-4bee-8eb4-fa305b5e2d92,PKR-001,PACKER,PRODUCT_COUNT_UPDATE,2026-04-01 18:13:55,2026-04-01,,,,,5,,,2026-04-01 18:15:39,2026-04-01
5664deaf-5bec-4567-9ee0-8c134e15abbe,CKR-002,COOKER,SENSOR_TEMPERATURE_READING,2026-04-03 18:08:31,2026-04-03,,183.08,,,,,,2026-04-03 18:09:28,2026-04-03
3045239c-939c-4f03-ad50-b21cce794ebf,CKR-004,COOKER,PRODUCT_COUNT_UPDATE,2026-04-04 12:27:08,2026-04-04,,,,,2,,,2026-04-04 12:27:09,2026-04-04
a4d5f447-0dc2-4d75-ae6e-de07810c6abf,CKR-002,COOKER,SENSOR_TEMPERATURE_READING,2026-04-03 19:57:07,2026-04-03,,165.73,,,,,,2026-04-03 19:58:20,2026-04-03
60366be6-08d3-491c-b008-3636f2122cbd,BKR-001,BAKER,PRODUCT_COUNT_UPDATE,2026-04-03 14:59:25,2026-04-03,,,,,37,,,2026-04-03 15:00:44,2026-04-03
243eeada-c12f-447b-ade5-019a49739867,SLC-001,SLICER,SENSOR_VIBRATION_READING,2026-04-05 13:42:47,2026-04-05,,,,5.221,,,,2026-04-05 15:29:32,2026-04-05
5bbdd185-c44f-427f-a991-129ce3f1829b,PKR-002,PACKER,SENSOR_TEMPERATURE_READING,2026-04-05 05:19:36,2026-04-05,,41.36,,,,,,2026-04-05 05:20:48,2026-04-05
8ac0c857-035a-483f-975b-43c2111ff9b1,BKR-005,BAKER,PRODUCT_COUNT_UPDATE,2026-04-01 11:00:17,2026-04-01,,,,,10,,,2026-04-01 11:01:35,2026-04-01
9ee96353-368f-458a-bdcc-d3e6a1fbd569,BKR-001,BAKER,SENSOR_SPEED_READING,2026-04-01 11:32:33,2026-04-01,,,14.81,,,,,2026-04-01 11:34:11,2026-04-01
f55215b5-fcb7-468d-b8d1-c61214e5e9cf,SLC-004,SLICER,SENSOR_TEMPERATURE_READING,2026-04-01 09:50:17,2026-04-01,,37.2,,,,,,2026-04-01 09:50:50,2026-04-01
6256af61-8a37-4097-bc91-d1a788b3516c,SLC-005,SLICER,CYCLE_START,2026-04-01 08:23:08,2026-04-01,,,,,,,,2026-04-01 08:23:30,2026-04-01
54a556d1-4d63-4531-ba2f-f7dd3e153a7f,PKR-002,PACKER,CYCLE_COMPLETE,2026-04-01 09:04:20,2026-04-01,,,,,489,231,,2026-04-01 09:05:19,2026-04-01
75fa8d60-3392-4397-a619-57c274aa59cc,PKR-005,PACKER,SENSOR_TEMPERATURE_READING,2026-04-03 11:23:23,2026-04-03,,41.71,,,,,,2026-04-03 11:23:55,2026-04-03
d2307a66-1366-4990-b32d-67c4cfa8b0bd,PKR-005,PACKER,SENSOR_SPEED_READING,2026-04-05 06:48:39,2026-04-05,,,95.75,,,,,2026-04-05 06:50:10,2026-04-05
f8d4f000-5ca2-4ee9-b3a4-93acb90389bc,SLC-004,SLICER,SENSOR_SPEED_READING,2026-04-01 15:24:49,2026-04-01,,,86.51,,,,,2026-04-01 15:24:54,2026-04-01
3a8f0a99-9729-428d-8f52-8174833678d4,CKR-002,COOKER,SENSOR_SPEED_READING,2026-04-01 11:12:18,2026-04-01,,,16.33,,,,,2026-04-01 11:13:23,2026-04-01
9f3807ce-55d9-4cd9-8295-461ab97921a6,SLC-005,SLICER,PRODUCT_COUNT_UPDATE,2026-04-01 16:08:01,2026-04-01,,,,,18,,,2026-04-01 16:08:08,2026-04-01
16278cac-3c2a-402b-b525-af541d6039b0,BKR-004,BAKER,SENSOR_SPEED_READING,2026-04-01 17:01:10,2026-04-01,,,15.07,,,,,2026-04-01 17:01:12,2026-04-01
468c2e55-8865-4f7b-bf39-bd4007f077a8,SLC-001,SLICER,CYCLE_COMPLETE,2026-04-02 15:47:02,2026-04-02,,,,,144,145,,2026-04-02 15:48:07,2026-04-02
0c902c64-cbf8-4fb5-93b9-65e90c4c849e,CKR-005,COOKER,PRODUCT_COUNT_UPDATE,2026-04-02 12:14:33,2026-04-02,,,,,41,,,2026-04-02 12:15:34,2026-04-02
2a0a0e81-3fe2-46e8-9260-a257848041c4,SLC-004,SLICER,SENSOR_TEMPERATURE_READING,2026-04-02 11:45:47,2026-04-02,,40.65,,,,,,2026-04-02 11:46:15,2026-04-02
dd29688a-9263-42c9-8c88-3efcd9c597d8,BKR-002,BAKER,CYCLE_COMPLETE,2026-04-03 17:57:12,2026-04-03,,,,,475,2027,,2026-04-03 17:57:17,2026-04-03
da34ff9c-e945-4add-b546-ba137194005b,PKR-004,PACKER,CYCLE_START,2026-04-02 10:15:44,2026-04-02,,,,,,,,2026-04-02 10:17:30,2026-04-02
8415d1f9-4015-437f-98af-9d6dc477b180,BKR-003,BAKER,SENSOR_VIBRATION_READING,2026-04-04 17:50:39,2026-04-04,,,,2.009,,,,2026-04-04 17:51:28,2026-04-04
7a36a698-2ef3-47d7-9b30-d67dbefb596f,PKR-001,PACKER,SENSOR_VIBRATION_READING,2026-04-01 11:13:07,2026-04-01,,,,1.83,,,,2026-04-01 11:15:07,2026-04-01
c1045541-06af-40a9-95e2-5eaee487e924,SLC-002,SLICER,PRODUCT_COUNT_UPDATE,2026-04-01 14:47:25,2026-04-01,,,,,1,,,2026-04-01 14:47:31,2026-04-01
a22cd186-2dd8-4200-9b48-7e997e81d15e,SLC-003,SLICER,PRODUCT_COUNT_UPDATE,2026-04-05 14:35:31,2026-04-05,,,,,30,,,2026-04-05 14:36:15,2026-04-05
b2347381-cd16-4a40-8b4a-5e3e76dca7a3,BKR-005,BAKER,CYCLE_COMPLETE,2026-04-03 13:39:31,2026-04-03,,,,,384,701,,2026-04-03 13:40:33,2026-04-03
5091df58-0bea-4326-940b-896f4b883435,PKR-004,PACKER,PRODUCT_COUNT_UPDATE,2026-04-02 06:10:21,2026-04-02,,,,,2,,,2026-04-02 06:11:39,2026-04-02
904a853e-4b1a-4b53-bd8a-3b19f0cd26cc,BKR-001,BAKER,SENSOR_SPEED_READING,2026-04-02 13:21:50,2026-04-02,,,9.01,,,,,2026-04-02 13:22:11,2026-04-02
d613ac6f-787b-4690-9535-0e8b00e95c78,PKR-004,PACKER,SENSOR_VIBRATION_READING,2026-04-03 18:37:08,2026-04-03,,,,2.946,,,,2026-04-03 18:38:37,2026-04-03
f51a996b-6fc0-4d4c-960a-70bb00ef5c82,PKR-001,PACKER,SENSOR_SPEED_READING,2026-04-03 14:16:22,2026-04-03,,,67.11,,,,,2026-04-03 14:18:07,2026-04-03
76ba51f8-d5c6-4098-9282-6dc2953b3288,BKR-003,BAKER,SENSOR_SPEED_READING,2026-04-03 21:48:12,2026-04-03,,,11.53,,,,,2026-04-03 22:23:15,2026-04-03
5f539458-0a24-4c8c-af44-dd791eff10c1,BKR-004,BAKER,SENSOR_TEMPERATURE_READING,2026-04-02 19:22:17,2026-04-02,,162.8,,,,,,2026-04-02 19:22:35,2026-04-02
0cf5795e-5f0a-4122-b30b-d57e52081e24,BKR-005,BAKER,SENSOR_VIBRATION_READING,2026-04-01 19:03:05,2026-04-01,,,,0.464,,,,2026-04-01 19:03:34,2026-04-01
bff6cb48-39c5-400d-988b-3cadc4e2e4be,BKR-002,BAKER,SENSOR_VIBRATION_READING,2026-04-02 13:45:25,2026-04-02,,,,1.659,,,,2026-04-02 13:45:32,2026-04-02
79cbcc57-13ce-4bcb-8330-179106c1f852,CKR-001,COOKER,SENSOR_SPEED_READING,2026-04-03 14:45:30,2026-04-03,,,25.33,,,,,2026-04-03 14:46:19,2026-04-03
fb1ff5cc-b204-4002-b8cd-3dec46a9795f,PKR-002,PACKER,SENSOR_TEMPERATURE_READING,2026-04-05 19:25:07,2026-04-05,,51.09,,,,,,2026-04-05 19:26:36,2026-04-05
ef984eba-62ff-419f-9b2c-215130c59ca0,SLC-001,SLICER,SENSOR_VIBRATION_READING,2026-04-05 09:46:23,2026-04-05,,,,2.449,,,,2026-04-05 09:46:58,2026-04-05
